Player,Team,Match-up,Date,W/L,Min,Pts,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-,D/D,T/D,DraftKings
Gordon Hayward,BOS,vs.CLE,2019-12-27,W,28,7,3,9,33.3,0,3,0.0,1,1,100,0,5,5,8,0,1,1,2,6,0,0,26.75
Tristan Thompson,CLE,@BOS,2019-12-27,L,30,12,5,10,50.0,0,0,-,2,3,66.7,1,6,7,0,1,0,2,1,-13,0,0,21.75
Brad Wanamaker,BOS,vs.CLE,2019-12-27,W,20,8,2,5,40.0,1,3,33.3,3,3,100,0,2,2,2,0,0,0,2,20,0,0,14.0
Dante Exum,CLE,@BOS,2019-12-27,L,15,9,3,3,100,1,1,100,2,4,50.0,0,0,0,1,2,0,1,1,-11,0,0,14.5
Larry Nance Jr.,CLE,@BOS,2019-12-27,L,18,2,1,3,33.3,0,0,-,0,2,0.0,1,3,4,1,0,1,0,0,-16,0,0,10.5
Jayson Tatum,BOS,vs.CLE,2019-12-27,W,32,30,11,20,55.0,5,10,50.0,3,3,100,1,4,5,2,0,2,1,1,19,0,0,45.25
Darius Garland,CLE,@BOS,2019-12-27,L,28,2,1,7,14.3,0,2,0.0,0,0,-,0,4,4,0,1,0,4,2,-21,0,0,7.0
Kevin Porter Jr.,CLE,@BOS,2019-12-27,L,25,16,5,9,55.6,1,3,33.3,5,5,100,0,3,3,4,0,0,2,3,-10,0,0,25.25
Grant Williams,BOS,vs.CLE,2019-12-27,W,19,2,1,3,33.3,0,2,0.0,0,0,-,1,0,1,4,0,0,0,2,10,0,0,9.25
Enes Kanter,BOS,vs.CLE,2019-12-27,W,23,14,7,10,70.0,0,0,-,0,0,-,6,3,9,3,2,2,0,2,8,0,0,37.75
Kemba Walker,BOS,vs.CLE,2019-12-27,W,29,13,5,15,33.3,1,8,12.5,2,2,100,1,3,4,4,0,2,2,2,16,0,0,27.5
Jaylen Brown,BOS,vs.CLE,2019-12-27,W,29,34,13,20,65.0,5,10,50.0,3,4,75.0,1,8,9,2,0,0,3,2,3,0,0,49.25
Semi Ojeleye,BOS,vs.CLE,2019-12-27,W,5,0,0,1,0.0,0,0,-,0,0,-,0,0,0,1,0,0,0,1,-10,0,0,1.5
Daniel Theis,BOS,vs.CLE,2019-12-27,W,21,9,3,6,50.0,1,2,50.0,2,2,100,1,5,6,2,2,2,1,5,14,0,0,27.5
Carsen Edwards,BOS,vs.CLE,2019-12-27,W,5,0,0,1,0.0,0,1,0.0,0,0,-,0,0,0,0,0,0,1,1,-10,0,0,-0.5
Romeo Langford,BOS,vs.CLE,2019-12-27,W,15,3,0,1,0.0,0,0,-,3,4,75.0,0,1,1,0,0,1,0,0,11,0,0,6.25
Tremont Waters,BOS,vs.CLE,2019-12-27,W,5,5,2,2,100,1,1,100,0,0,-,0,0,0,0,0,0,1,1,-10,0,0,5.0
Javonte Green,BOS,vs.CLE,2019-12-27,W,10,4,2,2,100,0,0,-,0,0,-,1,0,1,0,0,0,1,2,-17,0,0,4.75
Kevin Love,CLE,@BOS,2019-12-27,L,35,30,10,16,62.5,6,11,54.5,4,6,66.7,1,6,7,4,0,0,0,2,-6,0,0,47.75
John Henson,CLE,@BOS,2019-12-27,L,4,0,0,1,0.0,0,0,-,0,2,0.0,0,0,0,0,0,0,0,0,-9,0,0,0.0
Matthew Dellavedova,CLE,@BOS,2019-12-27,L,16,5,2,2,100,1,1,100,0,0,-,0,2,2,6,0,0,0,0,8,0,0,17.0
Cedi Osman,CLE,@BOS,2019-12-27,L,29,10,5,11,45.5,0,3,0.0,0,0,-,1,4,5,4,1,1,1,2,4,0,0,25.75
D'Angelo Russell,GSW,vs.PHX,2019-12-27,W,35,31,10,25,40.0,4,11,36.4,7,8,87.5,0,5,5,6,1,0,1,2,19,0,0,49.75
Cameron Johnson,PHX,@GSW,2019-12-27,L,33,5,2,7,28.6,1,5,20.0,0,0,-,1,3,4,3,0,1,0,2,-6,0,0,17.0
Ky Bowman,GSW,vs.PHX,2019-12-27,W,21,5,2,7,28.6,1,3,33.3,0,0,-,0,3,3,5,0,1,3,1,4,0,0,17.25
Jacob Evans,GSW,vs.PHX,2019-12-27,W,12,2,1,2,50.0,0,0,-,0,0,-,0,1,1,1,0,0,0,0,-4,0,0,4.75
Mikal Bridges,PHX,@GSW,2019-12-27,L,20,6,2,2,100,1,1,100,1,1,100,2,2,4,2,0,0,0,1,8,0,0,14.5
Damion Lee,GSW,vs.PHX,2019-12-27,W,36,16,5,13,38.5,1,4,25.0,5,5,100,1,7,8,2,3,0,2,2,8,0,0,34.5
Frank Kaminsky,PHX,@GSW,2019-12-27,L,18,10,4,6,66.7,1,3,33.3,1,2,50.0,0,1,1,1,0,0,1,1,-3,0,0,12.75
Kelly Oubre Jr.,PHX,@GSW,2019-12-27,L,23,6,2,5,40.0,0,2,0.0,2,2,100,1,4,5,2,1,0,3,4,-11,0,0,15.75
Tyler Johnson,PHX,@GSW,2019-12-27,L,9,4,2,4,50.0,0,1,0.0,0,0,-,2,3,5,0,0,0,1,1,-2,0,0,9.75
Aron Baynes,PHX,@GSW,2019-12-27,L,28,9,4,8,50.0,1,4,25.0,0,0,-,1,9,10,1,0,0,1,4,-6,0,0,23.0
Alec Burks,GSW,vs.PHX,2019-12-27,W,25,13,5,14,35.7,1,3,33.3,2,3,66.7,0,5,5,1,1,0,0,1,3,0,0,23.25
Dario Saric,PHX,@GSW,2019-12-27,L,22,11,3,6,50.0,2,5,40.0,3,3,100,4,6,10,2,0,0,3,0,-2,1,0,27.5
Marquese Chriss,GSW,vs.PHX,2019-12-27,W,13,2,1,1,100,0,0,-,0,0,-,1,0,1,1,0,0,1,1,-11,0,0,4.25
Willie Cauley-Stein,GSW,vs.PHX,2019-12-27,W,25,9,4,6,66.7,0,0,-,1,3,33.3,2,2,4,1,2,0,0,3,12,0,0,19.5
Jevon Carter,PHX,@GSW,2019-12-27,L,19,0,0,3,0.0,0,2,0.0,0,2,0.0,0,3,3,3,2,0,2,2,-9,0,0,11.25
Devin Booker,PHX,@GSW,2019-12-27,L,38,34,13,24,54.2,1,6,16.7,7,8,87.5,0,3,3,4,2,0,8,3,-10,0,0,44.25
Alen Smailagic,GSW,vs.PHX,2019-12-27,W,5,4,2,3,66.7,0,1,0.0,0,0,-,1,0,1,0,0,1,0,0,-1,0,0,7.25
Glenn Robinson III,GSW,vs.PHX,2019-12-27,W,35,12,4,7,57.1,0,0,-,4,4,100,3,3,6,1,3,0,2,3,9,0,0,26.0
Draymond Green,GSW,vs.PHX,2019-12-27,W,32,11,4,14,28.6,2,5,40.0,1,2,50.0,3,4,7,4,0,3,1,4,6,0,0,32.25
Ricky Rubio,PHX,@GSW,2019-12-27,L,30,11,3,10,30.0,0,4,0.0,5,6,83.3,0,4,4,4,1,0,7,3,-4,0,0,20.5
Jaren Jackson Jr.,MEM,@OKC,2019-12-26,W,35,20,9,19,47.4,2,9,22.2,0,0,-,2,2,4,4,2,3,1,3,17,0,0,41.5
Grayson Allen,MEM,@OKC,2019-12-26,W,13,5,2,3,66.7,1,1,100,0,0,-,0,0,0,1,0,0,0,0,-13,0,0,7.0
Dillon Brooks,MEM,@OKC,2019-12-26,W,25,8,2,8,25.0,1,2,50.0,3,4,75.0,1,1,2,0,1,0,2,4,-6,0,0,12.0
Terrance Ferguson,OKC,vs.MEM,2019-12-26,L,35,6,2,6,33.3,2,6,33.3,0,0,-,1,2,3,2,1,0,1,3,-6,0,0,15.25
Shai Gilgeous-Alexander,OKC,vs.MEM,2019-12-26,L,37,21,8,19,42.1,1,6,16.7,4,4,100,0,3,3,1,3,0,1,0,-9,0,0,32.25
De'Anthony Melton,MEM,@OKC,2019-12-26,W,20,9,4,7,57.1,0,0,-,1,1,100,1,7,8,4,2,0,4,1,25,0,0,27.0
Ja Morant,MEM,@OKC,2019-12-26,W,26,10,5,9,55.6,0,1,0.0,0,0,-,0,5,5,3,0,0,1,0,1,0,0,20.25
Chris Paul,OKC,vs.MEM,2019-12-26,L,34,23,9,15,60.0,2,4,50.0,3,3,100,0,6,6,11,3,0,3,3,8,1,0,54.0
Tyus Jones,MEM,@OKC,2019-12-26,W,22,15,6,7,85.7,3,4,75.0,0,0,-,0,2,2,2,0,0,2,0,12,0,0,21.0
Jae Crowder,MEM,@OKC,2019-12-26,W,26,5,2,8,25.0,1,5,20.0,0,0,-,1,9,10,1,0,0,1,1,-1,0,0,19.0
Darius Bazley,OKC,vs.MEM,2019-12-26,L,19,3,1,5,20.0,1,4,25.0,0,0,-,0,4,4,0,0,0,1,2,-14,0,0,8.0
Brandon Clarke,MEM,@OKC,2019-12-26,W,19,13,5,6,83.3,2,2,100,1,2,50.0,0,4,4,2,1,1,2,1,10,0,0,25.0
Jonas Valanciunas,MEM,@OKC,2019-12-26,W,28,21,9,11,81.8,0,0,-,3,4,75.0,2,2,4,1,0,0,1,2,2,0,0,27.0
Dennis Schroder,OKC,vs.MEM,2019-12-26,L,32,20,8,21,38.1,2,7,28.6,2,2,100,0,3,3,3,1,0,3,0,-12,0,0,29.75
Steven Adams,OKC,vs.MEM,2019-12-26,L,28,16,7,10,70.0,0,0,-,2,4,50.0,2,4,6,4,1,1,0,3,8,0,0,33.5
Solomon Hill,MEM,@OKC,2019-12-26,W,14,2,1,3,33.3,0,1,0.0,0,0,-,0,5,5,1,0,3,1,1,-3,0,0,15.25
Kyle Anderson,MEM,@OKC,2019-12-26,W,12,2,1,3,33.3,0,0,-,0,0,-,1,5,6,7,0,1,0,1,21,0,0,22.0
Abdel Nader,OKC,vs.MEM,2019-12-26,L,17,6,2,9,22.2,2,5,40.0,0,0,-,0,2,2,1,0,0,0,0,-7,0,0,11.0
Deonte Burton,OKC,vs.MEM,2019-12-26,L,9,0,0,2,0.0,0,1,0.0,0,0,-,1,0,1,0,0,0,0,1,-8,0,0,1.25
Kevin Hervey,OKC,vs.MEM,2019-12-26,L,1,0,0,1,0.0,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-2,0,0,0.0
Mike Muscala,OKC,vs.MEM,2019-12-26,L,11,0,0,2,0.0,0,2,0.0,0,0,-,1,2,3,0,0,0,0,0,-13,0,0,3.75
Nerlens Noel,OKC,vs.MEM,2019-12-26,L,17,2,1,2,50.0,0,0,-,0,0,-,2,1,3,1,2,3,0,2,-10,0,0,17.25
Shabazz Napier,MIN,@SAC,2019-12-26,W,22,2,1,7,14.3,0,6,0.0,0,0,-,0,3,3,9,2,0,2,1,2,0,0,22.25
Noah Vonleh,MIN,@SAC,2019-12-26,W,17,4,2,3,66.7,0,0,-,0,0,-,1,5,6,1,0,0,0,1,-4,0,0,13.0
Keita Bates-Diop,MIN,@SAC,2019-12-26,W,13,2,0,6,0.0,0,3,0.0,2,2,100,1,3,4,0,1,0,1,1,-10,0,0,8.5
Josh Okogie,MIN,@SAC,2019-12-26,W,18,7,3,5,60.0,0,0,-,1,2,50.0,1,4,5,0,0,0,1,1,1,0,0,12.75
Kelan Martin,MIN,@SAC,2019-12-26,W,5,3,1,2,50.0,1,2,50.0,0,0,-,1,0,1,2,0,0,0,0,-1,0,0,7.75
Jarrett Culver,MIN,@SAC,2019-12-26,W,14,5,2,7,28.6,0,2,0.0,1,3,33.3,0,2,2,0,2,1,0,0,0,0,0,13.5
Robert Covington,MIN,@SAC,2019-12-26,W,40,19,8,19,42.1,2,8,25.0,1,2,50.0,0,8,8,1,0,2,1,4,12,0,0,35.0
Richaun Holmes,SAC,vs.MIN,2019-12-26,L,45,20,9,15,60.0,0,0,-,2,2,100,8,10,18,3,2,2,1,5,-1,1,0,56.0
Trevor Ariza,SAC,vs.MIN,2019-12-26,L,34,0,0,3,0.0,0,2,0.0,0,0,-,2,9,11,3,1,0,1,3,-9,0,0,19.75
Harrison Barnes,SAC,vs.MIN,2019-12-26,L,42,11,2,12,16.7,2,4,50.0,5,6,83.3,2,8,10,1,0,0,1,2,2,1,0,27.0
Gorgui Dieng,MIN,@SAC,2019-12-26,W,41,21,7,13,53.8,3,7,42.9,4,4,100,5,10,15,0,2,1,1,2,5,1,0,48.25
Bogdan Bogdanovic,SAC,vs.MIN,2019-12-26,L,43,19,8,28,28.6,3,16,18.8,0,2,0.0,1,6,7,2,1,3,1,1,0,0,0,39.75
Buddy Hield,SAC,vs.MIN,2019-12-26,L,37,17,6,20,30.0,3,11,27.3,2,2,100,0,4,4,1,1,0,2,1,2,0,0,26.0
Andrew Wiggins,MIN,@SAC,2019-12-26,W,44,18,4,19,21.1,2,9,22.2,8,10,80.0,1,9,10,7,0,0,3,2,1,1,0,42.0
Treveon Graham,MIN,@SAC,2019-12-26,W,40,9,3,6,50.0,1,3,33.3,2,2,100,4,1,5,0,0,0,0,4,0,0,0,15.75
Jeff Teague,MIN,@SAC,2019-12-26,W,37,15,5,17,29.4,1,6,16.7,4,4,100,0,6,6,3,0,1,4,4,-1,0,0,27.5
Justin James,SAC,vs.MIN,2019-12-26,L,0,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,1,0,0,0,0,-0.5
Marvin Bagley III,SAC,vs.MIN,2019-12-26,L,20,18,6,10,60.0,0,3,0.0,6,7,85.7,0,4,4,0,1,0,2,4,7,0,0,24.0
De'Aaron Fox,SAC,vs.MIN,2019-12-26,L,2,2,1,1,100,0,0,-,0,0,-,0,1,1,2,0,0,0,0,4,0,0,6.25
Yogi Ferrell,SAC,vs.MIN,2019-12-26,L,10,0,0,2,0.0,0,0,-,0,0,-,0,1,1,1,0,1,1,3,-2,0,0,4.25
Dewayne Dedmon,SAC,vs.MIN,2019-12-26,L,2,0,0,0,-,0,0,-,0,0,-,0,1,1,0,0,1,1,0,0,0,0,2.75
Cory Joseph,SAC,vs.MIN,2019-12-26,L,40,10,3,10,30.0,0,1,0.0,4,4,100,1,5,6,7,2,0,1,1,-5,0,0,31.5
Nemanja Bjelica,SAC,vs.MIN,2019-12-26,L,16,7,2,6,33.3,1,2,50.0,2,2,100,2,2,4,0,0,1,0,3,-3,0,0,14.5
Seth Curry,DAL,vs.SAS,2019-12-26,W,16,0,0,1,0.0,0,0,-,0,0,-,0,0,0,1,0,0,1,1,-3,0,0,1.0
Kristaps Porzingis,DAL,vs.SAS,2019-12-26,W,35,13,4,15,26.7,3,8,37.5,2,4,50.0,1,7,8,3,1,1,2,1,-9,0,0,32.0
Patty Mills,SAS,@DAL,2019-12-26,L,18,8,3,7,42.9,0,4,0.0,2,2,100,0,1,1,0,2,0,3,0,-10,0,0,11.75
Jakob Poeltl,SAS,@DAL,2019-12-26,L,17,6,3,3,100,0,0,-,0,4,0.0,2,3,5,1,0,2,1,2,2,0,0,17.25
Jalen Brunson,DAL,vs.SAS,2019-12-26,W,14,6,2,4,50.0,2,4,50.0,0,0,-,0,1,1,3,0,0,4,0,4,0,0,10.75
Delon Wright,DAL,vs.SAS,2019-12-26,W,21,12,5,11,45.5,2,5,40.0,0,0,-,0,5,5,4,3,0,1,0,-4,0,0,30.75
DeMar DeRozan,SAS,@DAL,2019-12-26,L,35,21,8,15,53.3,0,0,-,5,6,83.3,0,5,5,4,1,0,2,1,-11,0,0,34.25
Dejounte Murray,SAS,@DAL,2019-12-26,L,27,4,2,7,28.6,0,1,0.0,0,0,-,1,2,3,2,3,0,3,5,-8,0,0,15.25
Maxi Kleber,DAL,vs.SAS,2019-12-26,W,31,6,2,7,28.6,2,6,33.3,0,0,-,4,8,12,2,1,0,1,2,2,0,0,26.5
Derrick White,SAS,@DAL,2019-12-26,L,25,10,4,10,40.0,2,5,40.0,0,0,-,0,4,4,6,0,1,1,1,0,0,0,26.5
Bryn Forbes,SAS,@DAL,2019-12-26,L,25,7,3,7,42.9,0,4,0.0,1,1,100,0,4,4,0,0,0,1,0,12,0,0,11.5
Trey Lyles,SAS,@DAL,2019-12-26,L,22,5,2,6,33.3,1,2,50.0,0,0,-,0,5,5,1,0,0,0,1,-19,0,0,13.25
Marco Belinelli,SAS,@DAL,2019-12-26,L,15,2,1,5,20.0,0,4,0.0,0,0,-,0,3,3,1,0,0,0,1,5,0,0,7.25
Rudy Gay,SAS,@DAL,2019-12-26,L,26,18,7,10,70.0,4,7,57.1,0,0,-,0,8,8,2,2,2,1,1,15,0,0,40.5
LaMarcus Aldridge,SAS,@DAL,2019-12-26,L,31,17,7,13,53.8,1,2,50.0,2,2,100,2,5,7,1,1,2,1,4,-6,0,0,33.25
Luka Doncic,DAL,vs.SAS,2019-12-26,W,33,24,9,23,39.1,1,6,16.7,5,8,62.5,3,7,10,8,1,0,3,3,3,1,0,51.0
Dorian Finney-Smith,DAL,vs.SAS,2019-12-26,W,33,13,5,6,83.3,3,4,75.0,0,0,-,3,3,6,0,0,1,0,0,10,0,0,24.0
Dwight Powell,DAL,vs.SAS,2019-12-26,W,30,11,4,9,44.4,0,1,0.0,3,3,100,2,5,7,1,1,1,0,3,15,0,0,25.25
Tim Hardaway Jr.,DAL,vs.SAS,2019-12-26,W,28,17,7,14,50.0,3,6,50.0,0,0,-,0,3,3,0,0,0,2,1,2,0,0,21.25
Tony Bradley,UTA,vs.POR,2019-12-26,W,3,2,1,1,100,0,0,-,0,0,-,0,1,1,0,0,0,0,1,-5,0,0,3.25
Royce O'Neale,UTA,vs.POR,2019-12-26,W,31,8,3,4,75.0,2,3,66.7,0,0,-,0,7,7,4,0,0,1,2,20,0,0,23.25
Emmanuel Mudiay,UTA,vs.POR,2019-12-26,W,16,4,2,4,50.0,0,1,0.0,0,0,-,0,1,1,4,0,0,1,1,-3,0,0,10.75
Rudy Gobert,UTA,vs.POR,2019-12-26,W,36,16,7,7,100,0,0,-,2,6,33.3,4,11,15,2,0,1,0,3,13,1,0,41.25
Bojan Bogdanovic,UTA,vs.POR,2019-12-26,W,37,16,5,15,33.3,1,7,14.3,5,5,100,0,4,4,1,1,0,3,1,12,0,0,23.5
Nassir Little,POR,@UTA,2019-12-26,L,11,0,0,1,0.0,0,0,-,0,0,-,0,0,0,0,0,0,0,1,-2,0,0,0.0
Kent Bazemore,POR,@UTA,2019-12-26,L,24,6,2,7,28.6,2,4,50.0,0,0,-,0,5,5,0,1,0,3,1,-23,0,0,13.75
Damian Lillard,POR,@UTA,2019-12-26,L,37,34,10,21,47.6,7,13,53.8,7,8,87.5,1,3,4,8,0,0,1,4,-26,0,0,54.0
Hassan Whiteside,POR,@UTA,2019-12-26,L,22,8,3,5,60.0,0,0,-,2,3,66.7,2,4,6,1,0,1,1,3,-28,0,0,18.5
Carmelo Anthony,POR,@UTA,2019-12-26,L,37,12,5,13,38.5,1,4,25.0,1,3,33.3,3,4,7,0,1,0,3,5,-4,0,0,21.75
Ed Davis,UTA,vs.POR,2019-12-26,W,9,0,0,0,-,0,0,-,0,0,-,1,2,3,0,0,0,1,4,-2,0,0,3.25
Jordan Clarkson,UTA,vs.POR,2019-12-26,W,21,9,4,12,33.3,1,6,16.7,0,0,-,0,0,0,0,1,0,1,3,-14,0,0,11.0
Joe Ingles,UTA,vs.POR,2019-12-26,W,36,26,10,15,66.7,6,10,60.0,0,0,-,0,5,5,4,1,0,1,1,2,0,0,42.75
Skal Labissiere,POR,@UTA,2019-12-26,L,26,10,4,6,66.7,0,0,-,2,3,66.7,3,4,7,3,0,0,2,3,19,0,0,22.25
Georges Niang,UTA,vs.POR,2019-12-26,W,14,5,2,4,50.0,1,3,33.3,0,0,-,1,1,2,0,0,0,0,1,-5,0,0,8.0
Donovan Mitchell,UTA,vs.POR,2019-12-26,W,38,35,12,19,63.2,3,6,50.0,8,11,72.7,1,2,3,7,0,0,2,1,12,0,0,49.75
Anfernee Simons,POR,@UTA,2019-12-26,L,28,15,7,9,77.8,1,3,33.3,0,0,-,1,9,10,0,0,0,1,3,22,1,0,29.0
Gary Trent Jr.,POR,@UTA,2019-12-26,L,17,5,2,4,50.0,1,2,50.0,0,0,-,0,0,0,0,1,0,0,0,16,0,0,7.5
CJ McCollum,POR,@UTA,2019-12-26,L,38,25,10,23,43.5,3,8,37.5,2,2,100,1,3,4,2,1,0,1,1,-4,0,0,36.0
Jordan McRae,WAS,@DET,2019-12-26,L,15,15,5,10,50.0,1,3,33.3,4,6,66.7,1,1,2,2,0,1,1,1,-4,0,0,22.5
Tim Frazier,DET,vs.WAS,2019-12-26,W,27,17,5,8,62.5,5,6,83.3,2,2,100,0,2,2,6,0,0,1,1,20,0,0,30.5
Anzejs Pasecniks,WAS,@DET,2019-12-26,L,24,17,7,11,63.6,0,0,-,3,5,60.0,3,3,6,1,2,0,0,5,-3,0,0,30.0
Tony Snell,DET,vs.WAS,2019-12-26,W,23,10,3,9,33.3,2,8,25.0,2,2,100,0,0,0,1,0,0,1,3,26,0,0,12.0
Bruce Brown,DET,vs.WAS,2019-12-26,W,27,12,5,6,83.3,2,2,100,0,0,-,0,5,5,5,2,1,1,2,13,0,0,32.25
Langston Galloway,DET,vs.WAS,2019-12-26,W,18,6,2,5,40.0,1,3,33.3,1,1,100,1,2,3,0,0,0,0,2,-1,0,0,10.25
Ian Mahinmi,WAS,@DET,2019-12-26,L,19,5,1,4,25.0,0,1,0.0,3,4,75.0,4,1,5,0,1,1,3,3,-23,0,0,13.75
Ish Smith,WAS,@DET,2019-12-26,L,23,9,3,11,27.3,1,4,25.0,2,2,100,1,0,1,2,0,0,1,2,-29,0,0,13.25
Bradley Beal,WAS,@DET,2019-12-26,L,24,15,5,14,35.7,0,5,0.0,5,7,71.4,1,1,2,2,1,0,1,0,-25,0,0,22.0
Gary Payton II,WAS,@DET,2019-12-26,L,31,10,4,8,50.0,2,3,66.7,0,0,-,3,2,5,5,1,2,1,2,-6,0,0,30.25
Isaac Bonga,WAS,@DET,2019-12-26,L,7,2,1,4,25.0,0,1,0.0,0,0,-,1,1,2,0,0,0,0,1,-10,0,0,4.5
Johnathan Williams,WAS,@DET,2019-12-26,L,33,9,4,6,66.7,0,0,-,1,1,100,3,5,8,2,0,1,0,2,-16,0,0,24.0
Justin Robinson,WAS,@DET,2019-12-26,L,9,3,1,2,50.0,1,1,100,0,0,-,0,1,1,2,0,0,1,0,-3,0,0,7.25
Admiral Schofield,WAS,@DET,2019-12-26,L,19,0,0,6,0.0,0,2,0.0,0,0,-,1,2,3,0,0,0,0,4,-14,0,0,3.75
Garrison Mathews,WAS,@DET,2019-12-26,L,8,4,1,2,50.0,1,2,50.0,1,1,100,0,3,3,1,1,0,2,1,-4,0,0,10.75
Blake Griffin,DET,vs.WAS,2019-12-26,W,26,14,5,11,45.5,0,6,0.0,4,6,66.7,3,8,11,4,0,1,2,4,22,1,0,36.25
Markieff Morris,DET,vs.WAS,2019-12-26,W,9,4,2,5,40.0,0,2,0.0,0,0,-,0,2,2,1,0,0,0,1,8,0,0,8.0
Christian Wood,DET,vs.WAS,2019-12-26,W,24,22,7,9,77.8,2,4,50.0,6,6,100,1,6,7,3,0,1,3,1,19,0,0,36.75
Thon Maker,DET,vs.WAS,2019-12-26,W,13,4,1,2,50.0,0,1,0.0,2,2,100,0,1,1,2,0,1,0,1,0,0,0,10.25
Svi Mykhailiuk,DET,vs.WAS,2019-12-26,W,25,12,4,11,36.4,4,9,44.4,0,0,-,2,2,4,4,1,0,1,3,21,0,0,26.5
Louis King,DET,vs.WAS,2019-12-26,W,4,2,1,3,33.3,0,1,0.0,0,0,-,0,1,1,0,1,0,0,0,1,0,0,5.25
Troy Brown Jr.,WAS,@DET,2019-12-26,L,28,13,6,14,42.9,1,2,50.0,0,1,0.0,0,6,6,1,1,0,2,4,-13,0,0,23.5
Andre Drummond,DET,vs.WAS,2019-12-26,W,25,14,5,6,83.3,0,0,-,4,7,57.1,2,8,10,0,0,1,3,4,11,1,0,28.5
Derrick Rose,DET,vs.WAS,2019-12-26,W,21,15,6,11,54.5,3,6,50.0,0,0,-,2,0,2,6,1,0,2,1,10,0,0,29.0
Damyean Dotson,NYK,@BKN,2019-12-26,W,25,2,1,3,33.3,0,0,-,0,0,-,0,5,5,2,1,0,1,1,-12,0,0,12.75
Julius Randle,NYK,@BKN,2019-12-26,W,35,33,14,26,53.8,5,9,55.6,0,0,-,1,7,8,2,0,0,2,3,25,0,0,47.5
Wilson Chandler,BKN,vs.NYK,2019-12-26,L,18,4,2,9,22.2,0,6,0.0,0,0,-,0,4,4,2,0,0,1,2,-10,0,0,11.5
DeAndre Jordan,BKN,vs.NYK,2019-12-26,L,18,8,2,6,33.3,0,0,-,4,5,80.0,0,6,6,1,0,0,2,1,-1,0,0,16.0
Garrett Temple,BKN,vs.NYK,2019-12-26,L,30,7,2,10,20.0,2,7,28.6,1,2,50.0,2,7,9,1,0,0,0,0,-5,0,0,20.75
Spencer Dinwiddie,BKN,vs.NYK,2019-12-26,L,32,25,5,15,33.3,3,9,33.3,12,17,70.6,0,8,8,3,0,0,5,3,-10,0,0,38.5
Henry Ellenson,BKN,vs.NYK,2019-12-26,L,4,0,0,2,0.0,0,2,0.0,0,0,-,0,0,0,0,0,0,0,0,5,0,0,0.0
Taurean Prince,BKN,vs.NYK,2019-12-26,L,28,3,1,10,10.0,1,10,10.0,0,0,-,1,4,5,2,0,1,1,2,-13,0,0,14.25
Timothe Luwawu-Cabarrot,BKN,vs.NYK,2019-12-26,L,20,10,2,3,66.7,2,3,66.7,4,4,100,1,1,2,1,2,1,1,2,-11,0,0,20.5
Dzanan Musa,BKN,vs.NYK,2019-12-26,L,5,2,1,2,50.0,0,1,0.0,0,0,-,0,0,0,0,0,0,0,0,6,0,0,2.0
Rodions Kurucs,BKN,vs.NYK,2019-12-26,L,19,8,2,4,50.0,2,2,100,2,2,100,1,2,3,0,0,0,1,3,1,0,0,12.25
Taj Gibson,NYK,@BKN,2019-12-26,W,12,0,0,4,0.0,0,0,-,0,0,-,1,3,4,1,0,0,1,2,0,0,0,6.0
Frank Ntilikina,NYK,@BKN,2019-12-26,W,14,3,1,5,20.0,1,3,33.3,0,0,-,0,0,0,1,1,0,1,5,-7,0,0,6.5
Jarrett Allen,BKN,vs.NYK,2019-12-26,L,27,4,0,2,0.0,0,0,-,4,6,66.7,3,3,6,2,1,1,2,2,-16,0,0,17.5
Joe Harris,BKN,vs.NYK,2019-12-26,L,31,8,3,12,25.0,2,7,28.6,0,0,-,1,5,6,2,0,0,0,1,-8,0,0,19.5
Theo Pinson,BKN,vs.NYK,2019-12-26,L,9,3,1,3,33.3,1,3,33.3,0,0,-,0,1,1,3,0,0,0,3,2,0,0,9.25
Ignas Brazdeikis,NYK,@BKN,2019-12-26,W,1,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-2,0,0,0.0
RJ Barrett,NYK,@BKN,2019-12-26,W,24,5,2,10,20.0,1,4,25.0,0,0,-,3,4,7,2,1,0,2,2,20,0,0,18.25
Mitchell Robinson,NYK,@BKN,2019-12-26,W,28,10,4,6,66.7,0,0,-,2,5,40.0,5,5,10,1,1,2,0,2,12,1,0,31.5
Kevin Knox II,NYK,@BKN,2019-12-26,W,14,4,1,3,33.3,0,0,-,2,2,100,0,3,3,0,1,0,2,2,-5,0,0,8.75
Kadeem Allen,NYK,@BKN,2019-12-26,W,2,0,0,1,0.0,0,1,0.0,0,0,-,0,0,0,0,0,0,1,1,-6,0,0,-0.5
Bobby Portis,NYK,@BKN,2019-12-26,W,18,2,0,6,0.0,0,4,0.0,2,2,100,1,7,8,1,0,0,1,4,-7,0,0,13.0
Elfrid Payton,NYK,@BKN,2019-12-26,W,32,13,6,12,50.0,1,4,25.0,0,1,0.0,1,6,7,4,1,0,1,3,25,0,0,29.75
Marcus Morris Sr.,NYK,@BKN,2019-12-26,W,34,22,8,16,50.0,1,4,25.0,5,5,100,1,7,8,2,0,0,1,2,17,0,0,35.0
